Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Area code_408,Area code_415,Area code_510
0.5247933884297521,0.0,1.0,0.5,0.7557012542759408,0.6875,0.755700871898055,0.5427550178718724,0.5823529411764706,0.5428663862827564,0.5721605465414175,0.4360902255639097,0.5721518987341773,0.5,0.15000000000000002,0.5,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.4380165289256199,0.0,1.0,0.52,0.4606613454960091,0.76875,0.46059691482226695,0.5375309320868848,0.6058823529411764,0.5376900679391783,0.5997722744093367,0.5263157894736841,0.6,0.685,0.15000000000000002,0.6851851851851852,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5619834710743802,0.0,0.0,0.0,0.693842645381984,0.7125,0.69382964453387,0.33324168270552657,0.6470588235294118,0.33322549336784213,0.33845715912325647,0.5338345864661653,0.3386075949367089,0.61,0.25,0.6092592592592593,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.34297520661157027,1.0,0.0,0.0,0.8534777651083237,0.44375000000000003,0.8534540576794098,0.1701952158372285,0.5176470588235293,0.17017146554513102,0.4360945061201253,0.4210526315789474,0.4360759493670886,0.33,0.35000000000000003,0.3296296296296296,0.2222222222222222,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.3057851239669422,1.0,0.0,0.0,0.4751995438996579,0.70625,0.4751844399731724,0.4077536431124554,0.7176470588235294,0.40795858945325136,0.4076288072872189,0.6616541353383458,0.4075949367088608,0.505,0.15000000000000002,0.5055555555555555,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.48347107438016534,1.0,0.0,0.0,0.636830102622577,0.6125,0.6368209255533199,0.6065438548254055,0.5941176470588235,0.6065998058880622,0.45602049530315975,0.6390977443609023,0.4563291139240506,0.315,0.30000000000000004,0.31481481481481477,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.49586776859504134,0.0,1.0,0.48,0.6220068415051311,0.55,0.6218980549966466,0.9582073137200989,0.6352941176470588,0.9582659333549014,0.48078565328778816,0.6390977443609023,0.4810126582278481,0.375,0.35000000000000003,0.3759259259259259,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.6033057851239669,1.0,0.0,0.0,0.4475484606613455,0.49375,0.4475184439973173,0.2834753918064339,0.5529411764705883,0.2834034293109026,0.47850839738115575,0.47368421052631576,0.47848101265822784,0.355,0.30000000000000004,0.3555555555555555,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.578512396694215,1.0,1.0,0.74,0.7371721778791335,0.525,0.7370892018779344,0.6103931811932912,0.6529411764705882,0.6104820446457457,0.8047253060062624,0.481203007518797,0.8050632911392406,0.5599999999999999,0.25,0.5592592592592592,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.30165289256198347,0.0,0.0,0.0,0.5350627137970353,0.7937500000000001,0.5350435949027499,0.449271377508936,0.8705882352941177,0.44936913620187646,0.43353259322516363,0.45864661654135336,0.43354430379746844,0.455,0.25,0.45555555555555555,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
